SucursalID,Nombre,CodigoBarra,Categoria,FechaCaducidad,Marca,Precio,Stock
SUC-026,Vegetable Spring Rolls,0000000250,Food - Frozen Foods,2025-06-07,American National Insurance Company,650.3,788
SUC-013,Vegetable Lentil Soup,0000000251,Food - Canned Goods,2026-09-09,"Under Armour, Inc.",434.59,939
SUC-026,USB Flash Drive,0000000252,Storage,2026-07-07,Gladstone Investment Corporation,35.6,345
SUC-019,Cherry Almond Protein Bar,0000000253,Food - Snacks,2025-07-07,Summit State Bank,466.19,576
SUC-021,Classic Beef Chili,0000000254,Food - Canned Goods,2026-06-08,First Trust Latin America AlphaDEX Fund,464.56,261
SUC-021,Roasted Garlic Butter,0000000255,Food - Condiments,2026-06-19,Comp En De Mn Cemig ADS,164.77,655
SUC-021,Coconut Cream,0000000256,Food - Baking & Cooking,2026-04-08,First Trust Total US Market AlphaDEX ETF,533.95,45
SUC-017,Organic Ramen Noodles,0000000257,Food - Pasta,2026-08-04,"Prestige Brand Holdings, Inc.",378.76,397
SUC-008,Spinach and Feta Stuffed Chicken Breast,0000000258,Food - Meat,2026-11-23,Pacific Gas & Electric Co.,318.81,948
SUC-008,Pasta Portion Control Measure,0000000259,Kitchen,2026-02-09,Inseego Corp.,391.38,525
SUC-020,Frozen Hash Browns,0000000260,Food - Frozen Foods,2026-09-30,Pentair plc.,560.96,492
SUC-027,Vegetable Lentil Soup,0000000261,Food - Canned Goods,2025-10-26,8point3 Energy Partners LP,949.87,733
SUC-009,Ginger Turmeric Shots,0000000262,Food - Beverages,2026-09-04,PowerShares DWA Tactical Sector Rotation Portfolio,641.94,797
SUC-024,Adjustable Stand for Tablets and Smartphones,0000000263,Electronics,2025-06-17,Steel Partners Holdings LP,568.78,418
SUC-002,Pumpkin Spice Creamer,0000000264,Food - Beverages,2025-08-11,Public Storage,217.04,216
SUC-027,Pet Nail Clipper,0000000265,Pets,2025-09-12,"Superior Energy Services, Inc.",918.08,818
SUC-001,Rice Pilaf Mix,0000000266,Food - Grains,2026-07-09,"Quanta Services, Inc.",986.0,214
SUC-029,Mango Sticky Rice Dessert,0000000267,Food - Frozen Desserts,2025-10-17,Markel Corporation,392.13,927
SUC-009,Electric Rice Cooker,0000000268,Kitchen,2026-07-02,"Customers Bancorp, Inc",921.79,42
SUC-003,Summer Tank Dress,0000000269,Clothing - Dresses,2025-10-16,EPR Properties,931.11,306
SUC-018,Siphon Coffee Maker,0000000270,Kitchen,2025-06-03,"LogMein, Inc.",575.32,262
SUC-015,Smart Home Hub,0000000271,Smart Home,2026-01-07,Citigroup Inc.,89.63,627
SUC-030,Cotton Pajama Set,0000000272,Clothing - Loungewear,2026-06-20,"SkyWest, Inc.",509.47,432
SUC-024,Honey Mustard Dip,0000000273,Food - Condiments,2025-10-22,"China Information Technology, Inc.",414.72,296
SUC-027,Coconut Almond Granola,0000000274,Food - Breakfast,2026-11-27,Dominion Diamond Corporation,99.97,722
SUC-015,Solar Power Bank,0000000275,Electronics,2026-06-18,Marriott International,3.14,639
SUC-028,Nut Mix,0000000276,Food - Snacks,2025-08-10,First Trust Rising Dividend Achievers ETF,296.78,85
SUC-005,BBQ Lentil Chips,0000000277,Food - Snacks,2026-01-09,"Novus Therapeutics, Inc.",824.05,277
SUC-027,Quinoa & Black Bean Salad,0000000278,Food - Salads,2026-11-03,Luminex Corporation,331.99,708
SUC-014,Silicone Cooking Utensils Set,0000000279,Kitchen,2026-07-07,"Odyssey Marine Exploration, Inc.",956.55,243
SUC-008,Trackpad for Laptop,0000000280,Accessories,2026-05-06,eBay Inc.,427.35,937
SUC-021,Californian Raisins,0000000281,Food - Dried Fruits,2026-04-07,"Greenlight Reinsurance, Ltd.",678.3,466
SUC-018,Electric Skillet,0000000282,Kitchen,2025-06-27,"OraSure Technologies, Inc.",652.48,101
SUC-026,Desk Lamp with USB Port,0000000283,Office,2026-02-04,First Trust Eurozone AlphaDEX ETF,903.56,33
SUC-029,Fashionable Scarves Set,0000000284,Clothing,2026-01-03,"American Capital Senior Floating, Ltd.",321.75,758
SUC-011,Sweet Potato Noodles,0000000285,Food - Pasta,2025-08-27,Vornado Realty Trust,651.43,178
SUC-023,Stylish Combat Boots,0000000286,Clothing - Shoes,2025-06-18,Pitney Bowes Inc.,293.59,637
SUC-018,Essential Oil Roller Bottles,0000000287,Health,2025-08-20,Seaspan Corporation,740.21,890
SUC-008,Luxury Rolling Makeup Case,0000000288,Beauty,2026-09-23,"NeuroMetrix, Inc.",754.25,967
SUC-026,Blender Bottle,0000000289,Fitness,2026-10-19,"Universal Stainless & Alloy Products, Inc.",994.56,665
SUC-021,Pumpkin Ice Cream,0000000290,Food - Frozen Foods,2026-06-28,"MKS Instruments, Inc.",585.95,734
SUC-017,Roasted Red Pepper Dip,0000000291,Food - Snacks,2025-10-27,"Stein Mart, Inc.",198.75,949
SUC-002,Almond Flour Brownies,0000000292,Food - Baking,2026-03-24,Annaly Capital Management Inc,946.85,157
SUC-022,Mixed Berry Smoothie Pack,0000000293,Food - Frozen Food,2026-08-19,"Just Energy Group, Inc.",783.43,937
SUC-011,DIY Organic Gardening Kit,0000000294,Garden,2025-08-16,"Medical Properties Trust, Inc.",173.85,847
SUC-028,Chipotle Black Bean Burger,0000000295,Food - Meats,2025-04-25,"Anthem, Inc.",904.32,537
SUC-011,Mango Sticky Rice Dessert,0000000296,Food - Frozen Desserts,2026-02-09,Pingtan Marine Enterprise Ltd.,587.71,47
SUC-019,Herbal Tea Set,0000000297,Food,2025-07-16,Global X Millennials Thematic ETF,504.52,285
SUC-026,Red Lentils,0000000298,Food - Grains,2026-07-24,"The ONE Group Hospitality, Inc.",107.78,442
SUC-005,Frozen Acai Purée,0000000299,Food - Frozen,2026-04-26,Marlin Business Services Corp.,390.4,893
SUC-014,Apple Cinnamon Breakfast Muffins,0000000300,Food - Bakery,2026-12-12,"PIMCO Commercial Mortgage Securities Trust, Inc.",693.05,391
SUC-026,Siphon Coffee Maker,0000000301,Kitchen,2026-03-12,"CHF Solutions, Inc.",723.99,191
SUC-001,Electric Butter Churn,0000000302,Kitchen,2026-11-01,"Southside Bancshares, Inc.",500.55,385
SUC-029,Personalized Pet ID Tags,0000000303,Pets,2026-06-16,"NanoString Technologies, Inc.",694.18,106
SUC-022,Natural Soy Candles,0000000304,Home,2026-05-08,Icahn Enterprises L.P.,377.55,784
SUC-010,Dark Chocolate Almond Butter Cups,0000000305,Food - Snacks,2026-04-12,Companhia Brasileira de Distribuicao,354.97,71
SUC-028,Self-Inflating Camping Mattress,0000000306,Outdoor,2025-05-29,RPM International Inc.,142.58,169
SUC-025,Poppy Seed Dressing,0000000307,Food - Condiments,2026-04-18,"PDL BioPharma, Inc.",813.89,937
SUC-001,Lightweight Rain Jacket,0000000308,Clothing - Outerwear,2025-06-29,"Hudson Pacific Properties, Inc.",947.15,768
SUC-019,Smartphone Hand Grip,0000000309,Accessories,2026-02-23,VictoryShares International Volatility Wtd ETF,285.63,771
SUC-008,Reclining Camping Chair,0000000310,Outdoor,2026-02-04,Fifth Street Finance Corp.,908.58,113
SUC-022,Low-Fat Yogurt,0000000311,Food - Dairy,2026-06-08,Varex Imaging Corporation,329.61,514
SUC-015,Wireless Keyboard and Mouse Combo,0000000312,Electronics,2026-02-20,Chimera Investment Corporation,78.95,23
SUC-007,Herbal Tea Sampler Box,0000000313,Food,2026-11-05,Fairmount Santrol Holdings Inc.,785.57,670
SUC-016,Dog Walking Waist Pack,0000000314,Pets,2026-10-10,"Colony NorthStar, Inc.",328.8,353
SUC-011,Gaming Mousepad,0000000315,Gaming,2025-06-11,Data I/O Corporation,359.24,410
SUC-002,Nut Butter Cups,0000000316,Food - Snacks,2025-11-24,Special Opportunities Fund Inc.,503.18,278
SUC-011,Puffed Rice Cake,0000000317,Food - Snacks,2026-01-16,"Willamette Valley Vineyards, Inc.",843.96,429
SUC-003,Two-Tone Windbreaker,0000000318,Clothing - Outerwear,2025-08-08,Vince Holding Corp.,428.85,109
SUC-003,Eco-Friendly Beeswax Wraps,0000000319,Kitchen,2026-06-11,"Ballard Power Systems, Inc.",1.21,722
SUC-020,Rainbow Veggie Chips,0000000320,Food - Snacks,2026-10-27,Citizens Holding Company,577.46,536
SUC-004,Multicolored LED Strip Lights,0000000321,Home,2026-05-02,"J.B. Hunt Transport Services, Inc.",647.34,805
SUC-019,Cotton Tote Bag Set,0000000322,Accessories,2025-06-22,"Safe Bulkers, Inc",585.15,206
SUC-001,Chipotle Seasoning Blend,0000000323,Food - Spices,2026-01-05,Southern Company (The),843.71,833
SUC-002,Smartwatch,0000000324,Wearable Tech,2026-11-06,Northwest Natural Gas Company,536.21,337
SUC-018,Yoga Wheel,0000000325,Fitness,2026-08-19,W.R. Berkley Corporation,74.19,357
SUC-009,Adjustable Bar Stools,0000000326,Furniture,2026-07-31,Chesapeake Energy Corporation,816.91,86
SUC-012,Outdoor Adventure Kit,0000000327,Outdoor,2025-12-11,Berkshire Hathaway Inc.,187.07,919
SUC-006,High-Speed HDMI Cable,0000000328,Electronics,2025-08-05,First Trust United Kingdom AlphaDEX Fund,873.19,61
SUC-016,Fruit and Nut Energy Bites,0000000329,Food - Snacks,2026-12-14,"Smart Sand, Inc.",464.0,364
SUC-008,Ceramic Planter Set,0000000330,Home,2026-05-22,Horizons DAX Germany ETF,199.73,165
SUC-005,Maple Almond Granola,0000000331,Food - Breakfast,2025-11-01,Nuveen Core Equity Alpha Fund,550.77,429
SUC-017,Puffer Winter Coat,0000000332,Clothing - Outerwear,2026-02-06,Altra Industrial Motion Corp.,127.42,291
SUC-016,Electric Toothbrush,0000000333,Health,2025-05-14,"Equus Total Return, Inc.",688.71,98
SUC-006,Cheesy Broccoli Soup Mix,0000000334,Food - Soups,2026-10-18,"Web.com Group, Inc.",7.07,249
SUC-028,Frozen Vegetarian Pizza,0000000335,Food - Frozen Meals,2026-04-23,"GoPro, Inc.",337.73,486
SUC-029,Portable Projector,0000000336,Electronics,2026-08-19,"Entergy Arkansas, Inc.",31.37,911
SUC-028,Travel Organizer,0000000337,Travel,2025-09-24,Bank of America Corporation,787.85,457
SUC-018,Yoga Wheel,0000000338,Fitness,2026-06-06,"Bio-Rad Laboratories, Inc.",41.43,582
SUC-029,Spice Rack,0000000339,Kitchen,2026-11-23,Apollo Tactical Income Fund Inc.,60.74,997
SUC-008,Smart Home Hub,0000000340,Smart Home,2025-06-17,Gol Linhas Aereas Inteligentes S.A.,838.23,686
SUC-017,Emergency Preparedness Kit,0000000341,Safety,2025-12-08,"Franklin Resources, Inc.",611.77,507
SUC-018,Lentil Soup (canned),0000000342,Food - Canned Goods,2026-02-22,"BWX Technologies, Inc.",328.6,972
SUC-007,Pineapple Salsa,0000000343,Food - Condiments,2025-11-03,Hershey Company (The),65.68,484
SUC-030,Indestructible Dog Toy,0000000344,Pets,2025-06-19,Flaherty & Crumrine Preferred Income Opportunity Fund Inc,558.11,85
SUC-001,Arcade Game Machine,0000000345,Gaming,2025-09-16,"Akebia Therapeutics, Inc.",996.32,442
SUC-009,Savory Mushroom Risotto,0000000346,Food - Gourmet Rice,2025-08-01,"Digiliti Money Group, Inc.",110.31,630
SUC-004,Face Mask Set,0000000347,Health,2026-11-22,Wells Fargo & Company,541.87,449
SUC-026,LED Strip Light Kit,0000000348,Home,2026-11-04,"Insys Therapeutics, Inc.",548.49,320
SUC-025,Oatmeal Raisin Cookies,0000000349,Food - Baked Goods,2026-02-18,"Penn National Gaming, Inc.",109.86,651
SUC-028,Savory Oatmeal Cups,0000000350,Food - Breakfast,2025-08-03,Meridian Bioscience Inc.,473.35,549
SUC-023,Banana Peanut Butter Smoothie,0000000351,Food - Frozen Foods,2026-03-02,Resource Capital Corp.,766.59,191
SUC-020,LED Makeup Mirror,0000000352,Beauty,2026-09-08,"Allied Motion Technologies, Inc.",427.15,76
SUC-018,Cream Cheese,0000000353,Food - Dairy,2025-06-04,"FRP Holdings, Inc.",79.2,304
SUC-010,Compact Shoe Rack,0000000354,Home,2025-10-05,VSE Corporation,861.03,579
SUC-011,Smartphone Projector,0000000355,Electronics,2026-03-21,"Eldorado Resorts, Inc.",643.6,516
SUC-006,Two-Tone Windbreaker,0000000356,Clothing - Outerwear,2026-08-31,Gorman-Rupp Company (The),48.4,369
SUC-016,Chocolate Avocado Pudding,0000000357,Food - Desserts,2026-10-08,"AAON, Inc.",608.26,643
SUC-025,Sweet Potato Fries,0000000358,Food - Frozen Foods,2025-09-10,Female Health Company (The),223.66,69
SUC-026,Basil Pesto Pasta,0000000359,Food - Prepared Meals,2025-10-25,"Madrigal Pharmaceuticals, Inc.",970.76,740
SUC-021,Fruit & Nut Trail Mix,0000000360,Food - Snacks,2025-04-15,AGNC Investment Corp.,879.91,876
SUC-013,Indoor Grill,0000000361,Kitchen,2026-02-20,Cerner Corporation,218.71,753
SUC-021,Peanut Butter Cookies,0000000362,Food - Bakery,2026-12-27,BB&T Corporation,95.77,543
SUC-001,Cinnamon Sugar Donuts,0000000363,Food - Bakery,2025-07-13,"Assembly Biosciences, Inc.",607.3,626
SUC-027,Organic Quinoa,0000000364,Food - Grains,2026-02-20,Eaton vance Floating-Rate Income Plus Fund,98.7,549
SUC-024,Herbal Tea Variety Pack,0000000365,Food - Beverages,2026-02-02,Virtusa Corporation,803.65,12
SUC-007,Honey-Balsamic Vinaigrette,0000000366,Food - Dressing,2026-02-11,Kemet Corporation,529.73,321
SUC-005,Vegan Tacos,0000000367,Food - Frozen Foods,2026-06-14,J P Morgan Chase & Co,171.67,444
SUC-018,Ground Turkey,0000000368,Food - Meat,2025-08-10,"Royal Gold, Inc.",942.56,463
SUC-026,Organic Coconut Water,0000000369,Food - Beverages,2026-05-26,PowerShares Optimum Yield Diversified Commodity Strategy No K-,803.02,113
SUC-024,Pineapple Coconut Yogurt,0000000370,Food - Dairy,2026-07-23,General Electric Capital Corporation,665.62,477
SUC-022,Board Game,0000000371,Toys,2025-05-02,CorVel Corp.,60.0,294
SUC-020,Thai Peanut Noodles,0000000372,Food - Pasta,2026-06-21,Peregrine Pharmaceuticals Inc.,149.75,248
SUC-029,Cotton Basic Tank,0000000373,Clothing - Tops,2026-10-18,"Provident Financial Holdings, Inc.",933.04,773
SUC-010,Pet Carrier Backpack,0000000374,Pets,2026-06-18,Innospec Inc.,37.82,628
SUC-021,Smoky BBQ Jackfruit,0000000375,Food - Grocery,2025-08-09,"TJX Companies, Inc. (The)",802.26,798
SUC-027,Watering Can with Nozzle,0000000376,Garden,2025-04-25,Fiduciary/Claymore MLP Opportunity Fund,956.29,9
SUC-004,Cork Yoga Mat,0000000377,Fitness,2026-07-05,"REV Group, Inc.",330.5,730
SUC-028,Weighted Blanket,0000000378,Health,2025-09-22,Acadia Realty Trust,746.62,272
SUC-017,Pet Hair Vacuum Cleaner Attachment,0000000379,Pets,2026-01-02,"Interactive Brokers Group, Inc.",833.5,503
SUC-022,Chocolate Coconut Protein Balls,0000000380,Food - Snacks,2026-09-27,"Hennessy Advisors, Inc.",886.32,981
SUC-020,Maple Chipotle Glaze,0000000381,Food - Condiments,2026-02-24,"Superior Energy Services, Inc.",594.59,427
SUC-019,Men's Waterproof Hiking Boots,0000000382,Footwear,2026-11-11,"Valhi, Inc.",335.27,463
SUC-026,Vintage Button-Down Shirt,0000000383,Clothing - Shirts,2026-12-27,Vertex Pharmaceuticals Incorporated,775.01,70
SUC-003,Pasta Maker Machine,0000000384,Kitchen,2025-12-17,Allstate Corporation (The),578.06,538
SUC-012,Pet Training Pads,0000000385,Pets,2026-02-07,Columbus McKinnon Corporation,670.17,867
SUC-001,Floral Wrap Top,0000000386,Clothing - Tops,2026-09-01,Forestar Group Inc,97.57,99
SUC-013,Electric Rice Cooker,0000000387,Kitchen,2025-07-08,PowerShares Variable Rate Investment Grade Portfolio,576.87,997
SUC-005,Dark Chocolate Covered Almonds,0000000388,Food - Snacks,2026-04-18,"Sound Financial Bancorp, Inc.",51.99,633
SUC-010,Electric Toothbrush,0000000389,Health,2025-12-16,"American Axle & Manufacturing Holdings, Inc.",746.45,914
SUC-017,Vanilla Almond Granola,0000000390,Food - Breakfast,2025-04-27,Convergys Corporation,85.95,371
SUC-004,Honey BBQ Ribs,0000000391,Food - Meat,2025-08-16,"Dominion Energy, Inc.",176.09,654
SUC-030,Oversized Denim Shirt,0000000392,Clothing - Shirts,2026-08-24,"Meridian Bancorp, Inc.",983.98,862
SUC-027,Two-Tier Fruit Basket,0000000393,Home,2026-08-11,"NxStage Medical, Inc.",141.38,732
SUC-009,Fruit & Nut Trail Mix,0000000394,Food - Snacks,2025-10-16,Peoples Financial Corporation,331.0,249
SUC-026,Organic Tomato Ketchup,0000000395,Food - Condiments,2026-06-02,"Cadiz, Inc.",154.38,852
SUC-029,Teriyaki Beef Jerky,0000000396,Food - Snacks,2025-06-03,Sabine Royalty Trust,490.98,52
SUC-012,Wrap Front Midi Skirt,0000000397,Clothing - Bottoms,2026-10-23,Dana Incorporated,745.89,492
SUC-012,Dog Training Whistle,0000000398,Pets,2026-11-12,Eagle Point Credit Company Inc.,231.67,653
SUC-020,Apple Cinnamon Oatmeal,0000000399,Food - Breakfast,2026-06-22,First Trust Nasdaq Pharmaceuticals ETF,692.74,157
SUC-011,Beef Sirloin Steak,0000000400,Food - Meat,2026-10-10,"NCI, Inc.",445.05,337
SUC-009,Acoustic Guitar,0000000401,Music,2025-11-24,"Parke Bancorp, Inc.",9.5,353
SUC-018,Telescope,0000000402,Outdoor,2026-07-14,"TriNet Group, Inc.",258.27,638
SUC-017,Portable Hammock,0000000403,Outdoor,2026-02-13,Gafisa SA,821.97,880
SUC-014,Striped Long Sleeve Shirt,0000000404,Clothing - Shirts,2026-09-27,ENDRA Life Sciences Inc.,575.04,903
SUC-010,Pet Travel Bowl,0000000405,Pets,2025-06-13,Nuveen Diversified Dividend and Income Fund,541.89,366
SUC-014,Lemon Pepper Seasoning,0000000406,Food - Seasonings,2025-05-21,Hess Corporation,849.31,480
SUC-014,Mini Indoor Hydroponic Garden,0000000407,Garden,2025-10-11,"Bankwell Financial Group, Inc.",148.18,563
SUC-014,Plant Watering Spikes,0000000408,Garden,2026-05-23,"JD.com, Inc.",606.17,523
SUC-007,Granola Clusters,0000000409,Food - Cereal,2025-11-20,"SciClone Pharmaceuticals, Inc.",239.03,274
SUC-025,Kitchen Knife Sharpening System,0000000410,Kitchen,2025-09-10,"Motorcar Parts of America, Inc.",730.02,740
SUC-016,Tomato Paste,0000000411,Food - Canned Goods,2025-08-05,Aegon NV,477.79,487
SUC-019,Strawberry Rhubarb Jam,0000000412,Food - Condiments,2025-12-30,Westwood Holdings Group Inc,835.76,729
SUC-019,Portable Air Compressor,0000000413,Automotive,2025-11-17,"Alder BioPharmaceuticals, Inc.",800.5,206
SUC-021,Matcha Green Tea Powder,0000000414,Food - Beverages,2026-08-14,"PS Business Parks, Inc.",775.47,724
SUC-004,Almond Flour Biscuits,0000000415,Food - Bakery,2026-12-23,"Selective Insurance Group, Inc.",294.44,878
SUC-027,Canned Black Beans,0000000416,Food - Canned Goods,2026-08-29,Reading International Inc,140.9,419
SUC-024,Vegan Protein Powder,0000000417,Health,2026-05-04,Kayne Anderson Acquisition Corp.,142.51,533
SUC-027,Organic Baby Spinach,0000000418,Food - Produce,2026-05-09,Booz Allen Hamilton Holding Corporation,540.03,969
SUC-023,Peach Slices (canned),0000000419,Food - Canned Goods,2026-11-16,Northrop Grumman Corporation,457.07,290
SUC-024,Spicy Thai Coconut Soup,0000000420,Food - Soups,2026-06-24,"Ecology and Environment, Inc.",78.39,551
SUC-010,Wireless Gaming Mouse,0000000421,Gaming,2026-05-19,iShares S&P Global Clean Energy Index Fund,941.83,350
SUC-002,Spicy Avocado Salsa,0000000422,Food - Condiments,2026-01-28,Cyanotech Corporation,897.72,209
SUC-019,Maple Almond Granola,0000000423,Food - Breakfast,2026-08-09,Hamilton Lane Incorporated,842.99,806
SUC-023,Cabbage,0000000424,Food - Produce,2026-03-25,Amdocs Limited,203.37,852
SUC-030,Adjustable Standing Desk,0000000425,Office,2025-08-31,Silicom Ltd,233.6,711
SUC-002,Crispy Tofu Bites,0000000426,Food - Protein,2025-07-28,Duke Energy Corporation,483.56,43
SUC-019,Electric Wax Warmer,0000000427,Home,2025-07-22,Eagle Point Credit Company Inc.,960.91,565
SUC-015,Chicken Salad Kit,0000000428,Food - Prepared Foods,2025-09-28,Zosano Pharma Corporation,35.67,305
SUC-021,Electric Razor,0000000429,Health,2026-11-26,Electronic Arts Inc.,910.88,964
SUC-007,Marinara Sauce,0000000430,Food - Condiments,2025-05-26,"United Bankshares, Inc.",40.3,235
SUC-024,Scent Diffuser Oil,0000000431,Home,2025-06-26,"Ever-Glory International Group, Inc.",459.55,877
SUC-028,High-Top Leather Boots,0000000432,Clothing - Footwear,2025-08-14,Westinghouse Air Brake Technologies Corporation,259.17,249
SUC-002,Mini Cordless Vacuum Cleaner,0000000433,Home Appliances,2025-07-31,"Calumet Specialty Products Partners, L.P.",823.71,950
SUC-028,Travel Makeup Organizer,0000000434,Beauty,2026-08-19,"China Commercial Credit, Inc.",852.64,186
SUC-014,Comfortable Jogger Pants,0000000435,Clothing - Bottoms,2025-08-27,KraneShares CSI China Internet ETF,642.87,786
SUC-029,Sweet Potatoes (organic),0000000436,Food - Vegetables,2026-06-07,Visa Inc.,174.13,934
SUC-014,Gluten-Free Bread,0000000437,Food - Bakery,2025-09-30,Veeva Systems Inc.,335.48,404
SUC-010,Eco-Friendly Beeswax Wraps,0000000438,Kitchen,2025-08-03,NMI Holdings Inc,579.22,148
SUC-001,Dried Mango Slices,0000000439,Food - Snacks,2026-08-13,American Homes 4 Rent,866.01,89
SUC-005,Ice Pack,0000000440,Health,2025-10-09,Eastern Company (The),444.18,854
SUC-005,Wireless Gaming Headset,0000000441,Gaming,2025-11-10,"Aspen Aerogels, Inc.",808.31,890
SUC-022,Orange Ginger Vinaigrette,0000000442,Food - Condiments,2026-10-28,Albany International Corporation,776.44,453
SUC-024,Summer Tank Dress,0000000443,Clothing - Dresses,2026-02-05,MSG Networks Inc.,426.66,773
SUC-012,Berry Smoothie Mix,0000000444,Food - Frozen Foods,2025-09-08,Nuveen Municipal Credit Income Fund,998.6,661
SUC-014,Maple Chipotle Glaze,0000000445,Food - Condiments,2026-01-03,Adtalem Global Education Inc.,257.27,888
SUC-017,Pet Grooming Kit,0000000446,Pets,2025-11-29,"Arch Coal, Inc.",908.28,496
SUC-011,Handmade Wooden Utensil Set,0000000447,Kitchen,2026-08-08,"NeuroMetrix, Inc.",579.89,255
SUC-020,Inflatable Paddle Board,0000000448,Outdoor,2025-05-30,"Protagonist Therapeutics, Inc.",667.72,623
SUC-021,Peach Salsa,0000000449,Food - Dips,2026-07-01,Legg Mason Low Volatility High Dividend ETF,267.24,398
SUC-006,Backpacking Tent,0000000450,Outdoor,2026-10-15,"Civista Bancshares, Inc. ",53.98,726
SUC-008,Noise-Canceling Headphones,0000000451,Audio,2026-07-27,Teekay Offshore Partners L.P.,593.4,740
SUC-018,Organic Coconut Water,0000000452,Food - Beverages,2025-11-05,TransMontaigne Partners L.P.,822.33,142
SUC-018,Ultraviolet Phone Sanitizer,0000000453,Health,2025-08-10,"Aberdeen Singapore Fund, Inc.",517.79,895
SUC-003,Adjustable Dog Harness,0000000454,Pets,2026-07-17,Wells Fargo & Company,1.16,262
SUC-005,Phone Case,0000000455,Accessories,2025-06-24,"PC-Tel, Inc.",614.06,126
SUC-012,Sea Salt Tortilla Chips,0000000456,Food - Snacks,2025-05-12,"World Point Terminals, LP",418.94,175
SUC-001,Fitness Smartwatch,0000000457,Wearable Tech,2026-04-22,"Cempra, Inc.",501.49,578
SUC-001,Sesame Seeds,0000000458,Food - Baking,2026-01-03,Sharps Compliance Corp,781.91,532
SUC-024,Chocolate Coconut Protein Balls,0000000459,Food - Snacks,2025-06-18,Brookfield Canada Office Properties,40.92,811
SUC-028,LED Strip Light Kit,0000000460,Home,2026-04-15,MutualFirst Financial Inc.,380.42,95
SUC-005,Bamboo Bathtub Caddy,0000000461,Home,2026-04-20,Stantec Inc,613.46,922
SUC-023,Almond Joy Protein Bars,0000000462,Food - Snacks,2026-08-11,"Goldman Sachs Group, Inc. (The)",112.89,81
SUC-024,Bluetooth Shower Speaker,0000000463,Audio,2026-02-28,Microsoft Corporation,46.59,724
SUC-025,Cinnamon Sugar Tortilla Chips,0000000464,Food - Snacks,2026-09-20,"Richardson Electronics, Ltd.",643.36,14
SUC-001,Classic Cheesecake Mix,0000000465,Food - Desserts,2026-04-09,Harmony Merger Corp.,194.73,624
SUC-012,Sweet Potato Noodles,0000000466,Food - Pasta,2026-01-11,National Steel Company,959.63,846
SUC-022,Kids' STEM Robotics Kit,0000000467,Toys,2025-10-25,"Worthington Industries, Inc.",868.24,16
SUC-019,Puffer Winter Coat,0000000468,Clothing - Outerwear,2026-12-21,Nuveen Select Maturities Municipal Fund,157.35,718
SUC-027,Artisan Bread,0000000469,Food - Bakery,2026-06-11,"Collectors Universe, Inc.",163.79,782
SUC-019,Whole Roasted Chicken,0000000470,Food - Meats,2025-09-11,Matlin & Partners Acquisition Corporation,525.66,938
SUC-013,Sweet Potato & Kale Hash,0000000471,Food - Prepared Foods,2025-06-13,"Corvus Pharmaceuticals, Inc.",787.51,969
SUC-029,Honey Ginger Tea,0000000472,Food - Beverages,2026-04-29,Medovex Corp.,876.87,13
SUC-013,Travel Beach Blanket,0000000473,Outdoor,2026-12-29,Nuveen Enhanced Municipal Value Fund,281.09,715
SUC-016,Avocado Oil Mayo,0000000474,Food - Condiments,2025-08-15,"Tivity Health, Inc.",192.09,775
SUC-001,Coconut Chia Seed Pudding,0000000475,Food - Snacks,2026-04-03,Orange,171.98,352
SUC-016,Blueberry Muffin Mix,0000000476,Food - Baking,2026-01-02,Capital One Financial Corporation,494.87,5
SUC-004,Portable Speaker Stand,0000000477,Audio,2025-12-07,China Life Insurance Company Limited,213.77,923
SUC-030,Personal Blender with Travel Cup,0000000478,Kitchen,2025-12-22,Entercom Communications Corporation,157.41,731
SUC-025,Black Olives,0000000479,Food - Canned Goods,2026-01-23,"Aimmune Therapeutics, Inc.",136.92,978
SUC-002,Colorful Post-It Notes Set,0000000480,Office,2025-08-05,Babson Global Short Duration High Yield Fund,709.26,582
SUC-009,Interactive Plush Toy,0000000481,Toys,2025-12-15,Naked Brand Group Inc.,131.88,867
SUC-026,High-Speed Hand Blender,0000000482,Kitchen,2026-09-29,Federal Agricultural Mortgage Corporation,420.45,455
SUC-024,Apple Cinnamon Granola,0000000483,Food - Breakfast,2026-11-29,"Tabula Rasa HealthCare, Inc.",453.47,731
SUC-010,Baked Falafel,0000000484,Food - Vegetarian,2026-10-27,ArcelorMittal,783.09,4
SUC-010,Lemon Garlic Shrimp,0000000485,Food - Seafood,2025-11-13,"Canon, Inc.",304.04,384
SUC-030,Pet Water Fountain with Filtration,0000000486,Pets,2025-10-26,"ExlService Holdings, Inc.",996.01,603
SUC-010,Creamy Garlic Mashed Potatoes,0000000487,Food - Sides,2025-06-10,HSBC Holdings plc,864.83,758
SUC-006,Garlic Butter Sauce,0000000488,Food - Condiments,2026-02-16,"Estee Lauder Companies, Inc. (The)",892.31,256
SUC-005,Frozen Acai Bowl,0000000489,Food - Frozen Foods,2025-06-28,"Weyco Group, Inc.",544.14,174
SUC-018,Balsamic Vinaigrette,0000000490,Food - Dressings,2025-12-20,"Interactive Brokers Group, Inc.",816.13,868
SUC-016,Portable Electric Fan,0000000491,Home,2026-03-20,Pan American Silver Corp.,346.58,897
SUC-010,Inflatable Pool Float,0000000492,Outdoor,2026-09-10,"Sabra Healthcare REIT, Inc.",438.77,989
